User_ID,Age,Gender,Job_Type,Annual_Income,Marital_Status,Number_of_Dependents,Rent,EMI,Grocery,Food_Outside,Travel,Entertainment,Healthcare,Subscriptions,Education,Savings,Financial_Goal,Target_Monthly_Expense
2275,43,Female,Salaried,765532.0,Single,3,17577.0,15069,7399.0,1508,1095,2431,1283,602,3132,6448.0,Education,50096
2276,44,Male,Self-Employed,768710.0,Single,3,7891.0,7254,3710.0,937,1507,1574,118,663,2747,8005.0,Education,26401
2277,54,Female,Self-Employed,661358.0,Single,3,15731.0,12710,4307.0,2422,2511,1120,84,843,1198,10590.0,Emergency Fund,40926
2278,21,Male,Self-Employed,173376.0,Married,3,21652.0,8454,4622.0,0,2480,1139,1940,1027,5768,,Education,46919
2279,41,Female,Self-Employed,394658.0,Married,4,20841.0,3397,8095.0,1365,1230,1047,1287,636,1388,4114.0,Buy House,39286
2280,36,Female,Salaried,634083.0,Single,3,7702.0,15905,4318.0,1500,734,2655,2465,1396,1756,11258.0,Emergency Fund,38431
2281,53,Male,Self-Employed,627104.0,Married,2,17762.0,16489,6679.0,787,3045,443,1539,555,0,10159.0,None,46329
2282,56,Other,Salaried,555450.0,Married,2,892.0,7387,5054.0,1708,1407,1608,2036,708,1913,1213.0,Save for Trip,22713
2283,27,Male,Student,673783.0,Married,0,4219.0,8607,245.0,2447,2057,1861,2241,934,5209,3317.0,Save for Trip,27820
2284,42,Female,Freelancer,602330.0,Single,1,15003.0,12958,4248.0,2128,2322,524,2226,378,2834,10138.0,Emergency Fund,42621
2285,35,Female,Unemployed,624154.0,Single,2,14188.0,7261,,1425,894,474,1316,578,3269,18218.0,Emergency Fund,35724
2286,36,Male,Salaried,472187.0,Married,0,15009.0,11866,4256.0,2618,301,0,1581,693,1943,3777.0,Emergency Fund,38246
2287,53,Male,Salaried,796402.0,Single,4,9568.0,4745,5768.0,2264,2210,323,2167,875,2476,0.0,Buy House,30396
2288,27,Male,Salaried,513846.0,Single,1,6421.0,15332,7599.0,855,193,1573,1706,1351,4191,10054.0,Emergency Fund,39221
2289,50,Male,Salaried,333870.0,Married,3,2961.0,9454,5777.0,1224,615,921,90,830,3829,19932.0,Buy House,25701
2290,22,Male,Salaried,445800.0,Single,3,7692.0,11003,4047.0,588,2258,1452,0,721,1464,5755.0,Emergency Fund,28998
2291,64,Male,Self-Employed,530307.0,Single,4,15251.0,13426,6066.0,1651,1986,1582,1018,912,2060,9118.0,Buy House,43952
2292,52,Male,Salaried,798801.0,Single,1,,11275,5731.0,1331,1940,992,2255,947,3073,15949.0,Buy House,43846
2293,61,Female,Self-Employed,591546.0,Married,2,13483.0,7797,6456.0,1771,1092,365,1521,734,1040,20768.0,Education,34259
2294,51,Male,Student,,Single,1,,14882,4861.0,3934,2817,1436,2774,973,2148,0.0,Education,46805
2295,50,Male,Self-Employed,350267.0,Married,0,20466.0,11340,3787.0,364,672,0,2142,875,1398,9907.0,Emergency Fund,40315
2296,38,Female,Salaried,757097.0,Married,4,19033.0,7341,5807.0,103,0,1855,447,655,1998,12316.0,Emergency Fund,36803
2297,34,Male,Salaried,469610.0,Single,2,16720.0,1987,5854.0,3495,0,0,2316,713,2655,3932.0,Buy House,33043
2298,39,Male,Salaried,579994.0,Single,1,17779.0,7942,4204.0,2527,1679,125,530,994,1868,13488.0,Buy House,37648
2299,54,Male,Salaried,896037.0,Single,1,13747.0,5882,2686.0,2976,1507,724,2836,1072,3184,20585.0,Education,34614
2300,32,Female,Self-Employed,701753.0,Married,2,,8098,4315.0,1655,2267,185,1917,502,3326,11562.0,None,36657
2301,52,Female,Salaried,274349.0,Single,0,8135.0,5433,3235.0,2689,2167,0,2649,1032,2747,10624.0,Save for Trip,27802
2302,45,Male,Student,246098.0,Married,0,13898.0,9537,4596.0,1874,1476,1072,1941,961,2608,,Save for Trip,37963
2303,24,Female,Freelancer,587138.0,Single,1,8771.0,6204,6166.0,2867,156,665,1492,621,3074,3657.0,None,30016
2304,49,Female,Self-Employed,357452.0,Single,3,18203.0,13708,1993.0,3017,964,641,1618,1243,3604,14496.0,None,44991
2305,28,Female,Salaried,729709.0,Single,2,15125.0,10456,5465.0,2924,1039,835,808,1196,0,16730.0,Save for Trip,37395
2306,27,Female,Salaried,608453.0,Married,0,9860.0,6138,5618.0,1346,3118,51,1671,700,840,,Education,29342
2307,26,Female,Freelancer,633077.0,Single,0,15510.0,8036,3614.0,2092,1404,1474,1596,642,1169,2622.0,Save for Trip,35537
2308,31,Male,Salaried,458651.0,Single,0,17609.0,10035,5522.0,1041,2528,366,1948,706,384,10990.0,None,40139
2309,30,Male,Salaried,948277.0,Married,4,7643.0,1989,6755.0,2553,1710,1331,1326,809,1374,13462.0,Save for Trip,25490
2310,42,Male,Salaried,1168519.0,Single,3,10715.0,9873,5648.0,2339,1427,876,807,346,2342,5212.0,Save for Trip,34373
2311,19,Female,Salaried,544283.0,Single,0,7140.0,1161,8086.0,407,1035,878,1495,579,1697,2538.0,None,22478
2312,52,Female,Freelancer,670608.0,Married,3,11802.0,14140,5125.0,2459,2022,720,826,836,1614,11321.0,Education,39544
2313,24,Female,Salaried,619483.0,Married,1,18674.0,6508,6505.0,2436,487,1610,778,1117,3326,7569.0,Save for Trip,41441
2314,38,Other,Self-Employed,548063.0,Single,1,12003.0,12196,8049.0,2568,1471,1787,492,550,2656,11866.0,Emergency Fund,41772
2315,35,Male,Salaried,433586.0,Single,4,14903.0,3420,5762.0,2046,1611,1722,1394,443,1397,11110.0,Emergency Fund,32698
2316,20,Female,Self-Employed,383006.0,Married,3,9272.0,10298,7630.0,2565,1701,845,1600,819,1188,15576.0,Save for Trip,35918
2317,59,Female,Student,372881.0,Single,2,16250.0,3308,5685.0,2314,663,1012,1061,574,957,12321.0,None,31824
2318,56,Other,Student,681048.0,Married,4,11684.0,6824,7185.0,1109,1117,451,1796,946,5204,4831.0,Emergency Fund,36316
2319,58,Other,Salaried,496065.0,Single,0,15814.0,11871,3323.0,2631,1814,644,1427,761,445,10407.0,Save for Trip,38730
2320,28,Female,Salaried,84341.0,Single,1,16339.0,10468,5092.0,1047,1727,153,1224,532,2607,8091.0,None,39189
2321,56,Male,Salaried,688972.0,Single,1,6727.0,10262,8706.0,932,2757,583,2366,814,0,9309.0,Emergency Fund,32081
2322,41,Female,Self-Employed,592348.0,Single,2,8582.0,6585,2270.0,2211,1298,1207,1006,1191,1224,18403.0,Education,25574
2323,63,Male,Self-Employed,,Married,4,9940.0,3818,3845.0,0,324,934,1240,484,0,8200.0,None,19274
2324,36,Female,Self-Employed,674624.0,Single,3,20876.0,11125,8262.0,1332,1036,618,1743,862,1178,7912.0,Emergency Fund,47032
2325,21,Female,Salaried,304265.0,Single,1,18788.0,4320,4839.0,1687,454,1655,2092,615,2621,8542.0,Buy House,37071
2326,43,Male,Self-Employed,154065.0,Married,0,12501.0,5511,4837.0,3325,3079,321,659,691,672,4620.0,Buy House,31596
2327,55,Female,Salaried,456106.0,Single,2,25700.0,13709,6374.0,1785,2305,1017,1597,654,201,7236.0,None,53342
2328,59,Male,Freelancer,474979.0,Married,2,5445.0,10313,6881.0,3926,1860,2669,1448,404,3291,5547.0,Emergency Fund,36237
2329,49,Male,Salaried,,Married,2,10821.0,2546,4446.0,511,1898,2056,2054,1144,2760,8867.0,Education,28236
2330,56,Male,Freelancer,598226.0,Married,0,17876.0,7957,2539.0,2472,1426,629,1001,1075,2127,8724.0,None,37102
2331,62,Female,Salaried,826738.0,Married,2,12221.0,7368,3610.0,2649,140,1853,1519,267,0,0.0,None,28731
2332,63,Female,Salaried,,Single,3,7758.0,6501,4159.0,1080,1066,557,2801,657,2578,14391.0,Education,27157
2333,53,Female,Freelancer,793053.0,Married,3,13989.0,6623,3237.0,1910,0,1303,1167,720,3344,14429.0,Save for Trip,31394
2334,57,Male,Salaried,744198.0,Married,4,25380.0,13234,3709.0,1895,2196,2243,2394,1199,1223,6748.0,Save for Trip,53473
2335,54,Female,Freelancer,196353.0,Married,4,7821.0,15978,5014.0,3087,1637,782,1217,304,0,11551.0,Education,35251
2336,50,Female,Self-Employed,864524.0,Single,3,8341.0,7830,3727.0,558,1578,1551,1401,929,1874,8888.0,Education,27789
2337,53,Male,Self-Employed,618692.0,Married,0,6622.0,8655,7649.0,3879,783,890,1193,499,3425,15635.0,Emergency Fund,33595
2338,20,Male,Salaried,678409.0,Married,4,9901.0,2543,4394.0,100,1402,606,690,1087,2511,16278.0,Education,23234
2339,26,Male,Salaried,427021.0,Married,2,17414.0,14779,2707.0,2424,2104,1459,698,901,1370,23445.0,Buy House,43856
2340,25,Female,Self-Employed,855049.0,Single,3,19838.0,5366,6761.0,1126,1896,1372,2023,535,2347,7807.0,Buy House,41264
2341,50,Female,Salaried,362830.0,Single,1,5673.0,6308,9834.0,2477,408,70,1093,671,3595,6621.0,Save for Trip,30129
2342,23,Female,Self-Employed,766418.0,Married,0,15044.0,11162,4505.0,1339,807,781,925,794,1192,13165.0,Buy House,36549
2343,58,Male,Salaried,764121.0,Single,0,15868.0,9124,,3346,2166,179,966,372,3026,3393.0,Buy House,40432
2344,56,Female,Salaried,405167.0,Single,3,8588.0,10197,6955.0,2101,1234,0,215,1106,1602,14233.0,Emergency Fund,31829
2345,21,Male,Salaried,996675.0,Married,1,15709.0,10718,4434.0,1581,3311,884,997,513,3088,15276.0,Save for Trip,41235
2346,30,Male,Salaried,646306.0,Single,0,13880.0,7967,7812.0,879,536,1233,1336,792,1899,15220.0,Emergency Fund,36334
2347,19,Female,Salaried,730779.0,Single,4,17460.0,11532,2593.0,2388,1308,1684,732,645,513,3184.0,None,38855
2348,22,Male,Freelancer,294576.0,Single,1,868.0,1171,4822.0,2450,1126,0,1745,528,0,8648.0,Buy House,10923
2349,61,Female,Freelancer,1023546.0,Single,2,13456.0,14543,3777.0,1637,1284,199,1382,653,1160,11463.0,Buy House,38091
2350,44,Male,Salaried,355089.0,Single,4,16071.0,7273,3303.0,2029,519,2024,921,999,2074,14306.0,Emergency Fund,35213
2351,49,Female,Unemployed,804977.0,Single,1,17234.0,11493,3816.0,2283,0,469,1636,513,3132,6645.0,None,40231
2352,38,Male,Self-Employed,401046.0,Single,3,16032.0,9971,5770.0,2641,2069,0,1494,644,0,7493.0,Buy House,38532
2353,25,Female,Student,476202.0,Married,0,5966.0,9,6381.0,1002,2992,2194,2078,1290,809,6294.0,Education,22721
2354,55,Male,Freelancer,757751.0,Married,4,19135.0,8874,6063.0,1539,1037,905,442,563,67,12777.0,Emergency Fund,38625
2355,25,Male,Freelancer,805511.0,Single,3,15728.0,0,2791.0,2611,1787,672,2733,817,0,,Save for Trip,26223
2356,20,Female,Salaried,345743.0,Single,1,12094.0,9976,5827.0,1894,1334,512,1303,1000,3593,9110.0,None,37533
2357,61,Male,Salaried,818094.0,Single,2,12180.0,8869,4821.0,123,1327,328,2146,828,2195,,Buy House,32817
2358,20,Female,Salaried,808996.0,Married,0,20819.0,2883,4128.0,3592,889,904,601,226,4663,16666.0,Buy House,38705
2359,39,Other,Freelancer,412409.0,Married,0,15562.0,8753,4672.0,2846,2196,1236,1495,913,855,3784.0,Save for Trip,38528
2360,23,Male,,,Single,4,12778.0,6100,7498.0,251,1750,1306,1192,562,3028,8545.0,Buy House,34465
2361,19,Male,Freelancer,308628.0,Single,3,7751.0,7345,4587.0,1343,841,0,1834,922,0,20102.0,Education,24313
2362,40,Female,Salaried,475045.0,Married,1,10866.0,0,6146.0,3573,2278,2063,2665,753,3593,13789.0,Education,29589
2363,61,Other,Freelancer,695801.0,Married,1,7737.0,3047,6549.0,2456,2930,883,1547,705,352,5984.0,None,26206
2364,19,Female,,429287.0,Single,3,3245.0,4852,6321.0,558,2677,1248,1082,1433,1228,4396.0,Education,22644
2365,55,Female,Salaried,652764.0,Married,0,13119.0,3452,4314.0,41,1350,1542,1541,725,1796,7009.0,None,27880
2366,34,Female,,648215.0,Married,3,3231.0,5898,4396.0,237,655,742,0,751,2856,4028.0,None,18498
2367,52,Male,Salaried,562585.0,Married,1,8855.0,5311,5411.0,1509,633,1345,1163,888,3058,9562.0,Emergency Fund,28173
2368,51,Other,Salaried,766480.0,Single,3,10453.0,9207,4169.0,2669,1023,1097,0,408,2919,1817.0,Buy House,31792
2369,40,Other,Freelancer,554328.0,Married,0,4702.0,0,3723.0,465,1089,801,2268,719,2841,9334.0,Buy House,13680
2370,47,Male,Salaried,646308.0,Single,4,17094.0,15970,5149.0,2570,2370,1062,2156,803,2894,11336.0,Education,50068
2371,25,Male,Salaried,829294.0,Married,0,11429.0,5539,3792.0,1121,0,609,1987,864,1679,993.0,Buy House,26650
2372,39,Male,Freelancer,758137.0,Single,2,515.0,6774,4352.0,142,1438,421,843,672,2927,3938.0,None,18084
2373,61,Male,Salaried,757203.0,Single,2,16199.0,10379,4589.0,1652,984,1100,432,443,1333,22340.0,None,37111
2374,53,Female,Student,370164.0,Married,3,20847.0,14956,4167.0,3974,778,1111,2256,983,1527,12226.0,Save for Trip,50599
2375,22,Male,Unemployed,704959.0,Single,0,12900.0,5644,4616.0,3344,2018,1184,3513,1082,1600,12420.0,Buy House,35901
2376,30,Male,Salaried,424300.0,Single,0,15097.0,10757,4354.0,1501,837,1999,2008,559,724,7485.0,Buy House,37836
2377,46,Male,,343717.0,Single,1,13618.0,5316,8065.0,2207,1361,1215,2715,1148,2904,10133.0,Education,38549
2378,48,Other,Salaried,585659.0,Single,4,14854.0,11761,7653.0,1418,2365,750,1654,775,3113,15372.0,Education,44343
2379,64,Female,Freelancer,419141.0,Single,0,9303.0,10789,4362.0,31,1213,1149,1267,515,2241,4350.0,Emergency Fund,30870
2380,33,Male,Self-Employed,758124.0,Married,3,8269.0,3736,4314.0,1391,2750,2578,2864,790,0,5782.0,Education,26594
2381,59,Male,Self-Employed,762907.0,Single,1,6733.0,10316,4664.0,2639,701,222,1453,428,3590,9195.0,None,30746
2382,47,Other,Freelancer,219475.0,Single,1,12601.0,2291,5358.0,823,0,2204,2288,984,1337,5866.0,None,26527
2383,33,Female,Salaried,434339.0,Single,3,15226.0,5034,4847.0,3071,1995,1293,1386,891,2803,5571.0,Buy House,36546
2384,29,Male,Freelancer,308043.0,Single,3,15162.0,2642,5024.0,3114,1812,1055,1260,481,2788,22358.0,Save for Trip,33338
2385,34,Male,Freelancer,507474.0,Single,0,9903.0,8004,6186.0,1549,2520,801,1339,435,4078,14930.0,Buy House,34815
2386,33,Male,Self-Employed,691035.0,Single,0,11030.0,11993,3698.0,2111,1929,711,1836,143,2171,10296.0,Save for Trip,35622
2387,29,Male,Student,551542.0,Single,1,11009.0,3030,4109.0,3302,2997,0,1167,682,2275,12928.0,Education,28386
2388,25,Female,Freelancer,482048.0,Single,1,9481.0,9604,2839.0,2363,1812,1118,3162,624,4595,2077.0,Emergency Fund,35598
2389,37,Female,Salaried,860035.0,Married,4,2363.0,7032,4399.0,3459,2521,1623,1741,714,1116,11901.0,Emergency Fund,24968
2390,20,Female,Salaried,139029.0,Married,1,11026.0,3893,5055.0,246,2341,898,1359,591,3959,4859.0,Emergency Fund,29368
2391,33,Female,Salaried,847374.0,Single,3,10506.0,6312,5067.0,1418,915,688,959,1110,2849,11948.0,Education,29824
2392,47,Male,Salaried,491142.0,Single,3,11763.0,10316,6880.0,1672,1051,478,1964,586,3925,4691.0,Save for Trip,38635
2393,62,Female,Unemployed,584378.0,Married,4,9337.0,11761,3689.0,3244,1259,1050,0,1181,0,12328.0,Buy House,30941
2394,40,Female,Salaried,494527.0,Single,2,13453.0,9230,2552.0,2001,3657,1404,1347,652,805,12542.0,Emergency Fund,35101
2395,45,Male,Self-Employed,908578.0,Married,2,25542.0,7852,5135.0,1262,936,1719,2125,587,585,9572.0,Buy House,45743
2396,57,Male,Self-Employed,353804.0,Single,3,15915.0,8092,4724.0,1889,1922,0,590,668,210,9705.0,Emergency Fund,33697
2397,22,Female,Salaried,602347.0,Single,2,9625.0,5073,6282.0,2520,1605,668,1811,690,3412,15164.0,Save for Trip,31686
2398,37,Male,Student,705488.0,Married,2,10889.0,8388,5122.0,1684,1731,1507,1893,1464,1956,11153.0,Education,34634
2399,57,Male,Student,277799.0,Married,4,11431.0,2119,6920.0,2838,1559,176,1272,280,0,11453.0,Save for Trip,26194
2400,61,Female,Self-Employed,416020.0,Single,1,12579.0,7526,4791.0,2116,1134,873,1617,1164,0,9535.0,Save for Trip,31248
2401,18,Other,Salaried,570364.0,Single,1,11975.0,14797,4226.0,1698,376,1531,1436,932,1893,3651.0,None,38864
2402,47,Male,Salaried,422667.0,Single,2,9739.0,6244,6064.0,3179,565,937,764,739,2307,16628.0,Emergency Fund,30538
2403,38,Female,Salaried,436882.0,Married,0,9481.0,12485,5723.0,3439,2246,1045,2867,417,0,12116.0,Save for Trip,37251
2404,37,Male,Salaried,530027.0,Married,4,15226.0,10684,3929.0,3169,1970,197,1841,1210,958,6840.0,None,39184
2405,23,Female,Self-Employed,729916.0,Single,2,10688.0,13751,,1194,1710,623,1413,383,5649,9457.0,Buy House,41228
2406,39,Female,Unemployed,531456.0,Single,0,14860.0,0,5662.0,3191,3305,1207,1474,896,2454,10261.0,Save for Trip,28538
2407,35,Female,Self-Employed,815685.0,Single,0,10910.0,8708,4922.0,3002,3949,1541,2209,516,571,2012.0,Education,36328
2408,25,Male,Student,400448.0,Single,4,2980.0,10352,6679.0,855,559,746,81,1134,2682,13518.0,None,26068
2409,56,Female,Self-Employed,349616.0,Single,1,6715.0,11194,7188.0,1665,2912,1825,1361,554,1713,19202.0,Education,35127
2410,49,Female,Salaried,985269.0,Married,3,3998.0,12805,4130.0,3245,300,1017,495,930,1038,13078.0,None,27958
2411,50,Male,Student,468408.0,Single,0,13034.0,10786,5733.0,2955,1063,993,2103,689,968,3463.0,Emergency Fund,38324
2412,33,Male,Salaried,337818.0,Single,3,3504.0,8946,5109.0,1475,1665,1988,2107,533,638,3498.0,Buy House,25965
2413,29,Male,Student,251589.0,Married,3,9504.0,4165,4327.0,912,2341,0,1252,348,2473,6233.0,Education,24878
2414,55,Male,Salaried,815021.0,Single,4,10155.0,388,4817.0,3300,239,0,1875,1085,1968,16390.0,Save for Trip,23103
2415,51,Female,Salaried,531739.0,Single,1,10767.0,13357,2351.0,2563,1579,1617,1825,952,1126,15667.0,Buy House,36137
2416,31,Male,Student,549258.0,Single,4,16402.0,5571,6615.0,2036,1617,810,2818,591,3054,1678.0,Buy House,39514
2417,53,Male,Self-Employed,568160.0,Single,0,17271.0,6599,6182.0,1198,38,1321,1955,681,2446,8977.0,Save for Trip,37691
2418,50,Female,Student,802589.0,Married,1,8285.0,11622,2117.0,2720,1938,1014,594,401,476,7220.0,Education,29167
2419,40,Male,Student,564094.0,Married,2,11904.0,7924,4721.0,964,1377,1330,917,531,1633,8086.0,Education,31301
2420,62,Female,Salaried,1068811.0,Single,1,9893.0,3371,5505.0,1096,2072,1482,1595,819,2461,0.0,Emergency Fund,28294
2421,19,Male,Self-Employed,626752.0,Single,4,14110.0,1170,6282.0,2402,1029,1738,0,463,2904,9944.0,None,29965
2422,58,Female,Salaried,812357.0,Single,4,11584.0,6566,4605.0,2990,1127,1300,2430,786,504,5624.0,Buy House,31892
2423,38,Female,Self-Employed,761048.0,Single,3,14265.0,8384,4630.0,2143,3778,1802,1790,1001,522,8193.0,Buy House,38315
2424,19,Female,Freelancer,592711.0,Single,2,6333.0,11185,5552.0,1638,718,632,190,850,991,10627.0,Emergency Fund,28089
2425,44,Male,Salaried,482606.0,Single,1,13141.0,7500,3979.0,2887,1318,1304,1472,390,3517,13264.0,None,35508
2426,26,Female,Self-Employed,666393.0,Single,2,4985.0,8080,7495.0,845,988,18,3601,792,1169,346.0,None,27973
2427,18,Male,Freelancer,702020.0,Single,3,8096.0,2721,5155.0,1049,1635,519,1087,1292,206,3006.0,None,21760
2428,28,Male,Salaried,485483.0,Married,2,12506.0,12165,5291.0,3087,1798,1488,339,1234,3411,11607.0,Save for Trip,41319
2429,20,Male,Freelancer,633268.0,Married,2,2244.0,20052,7022.0,818,2716,1543,1062,708,0,8760.0,Emergency Fund,36125
2430,40,Female,Self-Employed,,Married,1,1062.0,13205,4964.0,216,949,872,118,654,1348,4235.0,Save for Trip,23388
2431,43,Male,Student,1013990.0,Single,2,6215.0,12843,7037.0,1013,1247,1837,1718,1039,0,8002.0,None,32700
2432,21,Female,Salaried,770874.0,Married,3,7305.0,9380,2593.0,3088,1745,0,669,672,2441,11174.0,Save for Trip,27742
2433,35,Male,Salaried,972552.0,Married,0,7826.0,3820,6731.0,2893,0,1713,2024,351,1754,12289.0,Buy House,26817
2434,23,Male,Self-Employed,474125.0,Married,0,9379.0,4553,6550.0,536,2667,875,1697,946,2456,4210.0,Save for Trip,29659
2435,52,Female,Salaried,740376.0,Single,4,13533.0,10635,1920.0,1180,0,0,972,553,841,9114.0,Save for Trip,27575
2436,39,Male,Unemployed,867704.0,Married,0,21798.0,11563,4515.0,512,2219,291,321,667,4318,7055.0,Education,46204
2437,60,Female,Salaried,420733.0,Single,1,8859.0,4243,5609.0,2637,4975,664,1748,804,1524,19027.0,Emergency Fund,31063
2438,32,Male,Freelancer,502882.0,Married,4,13907.0,9818,6216.0,777,2105,271,1564,618,3016,4656.0,None,38292
2439,39,Female,Self-Employed,947581.0,Single,0,18226.0,8452,6966.0,2451,2200,307,270,1015,1710,6695.0,Emergency Fund,41597
2440,54,Female,Salaried,404980.0,Married,0,17333.0,9981,2755.0,1793,1606,1363,866,1010,1341,,Buy House,38048
2441,59,Male,Salaried,331774.0,Married,4,8073.0,9431,5120.0,2094,664,605,255,1014,2288,9105.0,None,29544
2442,29,Male,Self-Employed,905596.0,Single,1,16366.0,9637,3590.0,322,2289,0,767,1186,5076,4463.0,Buy House,38691
2443,64,Female,Self-Employed,839353.0,Single,4,18453.0,218,3936.0,2892,93,1200,1306,777,2262,13467.0,Save for Trip,31137
2444,59,Female,Salaried,686424.0,Single,1,19655.0,15295,6202.0,3546,318,560,976,572,1077,10578.0,Education,48201
2445,55,Male,Student,590858.0,Single,1,19843.0,13661,3806.0,3480,1045,1954,499,510,3385,19032.0,None,48183
2446,35,Male,Salaried,512295.0,Single,3,6499.0,7940,5004.0,2064,2022,471,1769,483,0,12470.0,Buy House,25380
2447,62,Female,Salaried,656390.0,Single,0,13198.0,3280,4334.0,0,263,0,1915,360,5826,11006.0,Save for Trip,28907
2448,52,Female,Self-Employed,915961.0,Married,0,8548.0,10253,6504.0,1638,2174,818,2088,483,2747,4348.0,None,35253
2449,47,Male,Salaried,647713.0,Single,2,5468.0,2152,2249.0,2268,1939,248,2813,957,625,9755.0,None,18719
2450,41,Female,Student,1033392.0,Married,4,14393.0,14708,6862.0,2134,1580,309,1824,753,846,13303.0,Emergency Fund,43409
2451,59,Male,Salaried,420412.0,Married,3,13005.0,7354,7233.0,455,0,780,690,1010,2300,10929.0,None,32659
2452,47,Female,Salaried,596064.0,Married,0,,5614,,2711,2421,887,1004,380,0,14289.0,Buy House,31064
2453,31,Male,Salaried,525388.0,Married,2,9626.0,10335,5340.0,2771,1255,779,1782,648,3741,12286.0,Education,36277
2454,23,Other,Self-Employed,382972.0,Single,3,24245.0,6122,1939.0,2774,1430,842,1802,1656,3424,13772.0,None,44234
2455,20,Female,,569383.0,Married,1,19544.0,6880,5964.0,1283,1010,1419,784,1208,3060,5247.0,Buy House,41152
2456,33,Female,Self-Employed,683466.0,Single,0,9907.0,4826,6513.0,551,0,855,2193,1510,1337,11089.0,Save for Trip,27630
2457,24,Female,Salaried,704846.0,Married,4,11882.0,10500,5152.0,1511,513,1168,562,1364,6347,6671.0,Save for Trip,38999
2458,31,Female,Salaried,1034090.0,Married,3,14476.0,9230,4020.0,3179,2451,1568,272,777,670,8165.0,None,36643
2459,26,Female,Freelancer,692893.0,Married,2,17137.0,12201,7195.0,1032,3095,582,1956,876,1141,0.0,Education,45215
2460,32,Male,Salaried,830027.0,Single,4,14411.0,1500,3700.0,1132,2053,998,947,830,3,18335.0,None,25574
2461,38,Female,Student,613219.0,Single,1,12574.0,3131,6695.0,939,2254,1062,1060,631,2157,1565.0,Emergency Fund,30503
2462,52,Female,Salaried,935611.0,Married,4,4913.0,5930,,1580,3158,21,1001,1279,1092,7292.0,None,24766
2463,19,Female,Freelancer,1079690.0,Married,2,21815.0,12445,4740.0,2415,3132,0,1609,1130,2427,8498.0,Emergency Fund,49202
2464,44,Male,Salaried,706217.0,Single,1,8844.0,2300,8659.0,2677,2092,1031,1199,1173,4442,,Emergency Fund,32417
2465,19,Male,Self-Employed,401468.0,Married,2,17306.0,4602,5724.0,738,901,265,1476,434,3415,5146.0,Emergency Fund,34861
2466,52,Male,Salaried,490239.0,Single,0,12157.0,13682,5875.0,3012,0,2129,2124,579,1267,5485.0,Emergency Fund,40347
2467,35,Female,Salaried,656387.0,Married,2,18251.0,10119,5766.0,3153,1563,1493,1088,877,1806,14498.0,Emergency Fund,44116
2468,31,Male,Salaried,691300.0,Married,4,5495.0,12321,5454.0,1714,1674,282,1865,441,1185,7370.0,Save for Trip,30431
2469,37,Female,Salaried,739685.0,Single,0,8824.0,7636,4855.0,613,4117,0,2710,793,3227,3430.0,None,32515
2470,35,Female,Salaried,692040.0,Single,0,11299.0,15073,6136.0,3257,2165,129,594,402,322,6579.0,None,39377
2471,27,Female,Self-Employed,601397.0,Married,3,7416.0,2196,5148.0,2375,1707,1072,2535,420,4426,14732.0,Emergency Fund,27295
2472,42,Female,Self-Employed,472760.0,Single,4,9316.0,7142,2267.0,3904,612,788,736,1280,2521,12630.0,Emergency Fund,28566
2473,19,Male,Freelancer,680228.0,Single,4,18456.0,6814,3763.0,561,1588,1493,879,1543,0,12601.0,Emergency Fund,34414
2474,42,Male,Self-Employed,970997.0,Married,1,14763.0,6863,6727.0,2291,2752,254,270,1084,1612,14383.0,None,36616
2475,50,Male,Self-Employed,803986.0,Married,2,19238.0,2978,6326.0,3468,1294,1332,1041,615,0,13342.0,Emergency Fund,35105
2476,53,Female,Salaried,706941.0,Single,2,12327.0,10218,3443.0,2465,214,1227,1778,766,1972,9739.0,Emergency Fund,34410
2477,48,Male,Salaried,805913.0,Single,4,11206.0,3102,4185.0,0,643,1882,2053,952,1300,15385.0,Education,25138
2478,31,Female,Salaried,525787.0,Single,2,5461.0,2671,4078.0,0,143,1129,2246,1023,0,6831.0,None,15962
2479,18,Male,Freelancer,498347.0,Married,4,17238.0,0,7184.0,3798,812,390,0,801,3930,13336.0,Education,31596
2480,63,Male,,450443.0,Single,0,11194.0,5031,2689.0,1384,361,1925,142,1048,4798,3995.0,Buy House,28572
2481,33,Male,Salaried,574943.0,Married,2,12973.0,8587,4080.0,2477,2049,811,1715,857,1670,12672.0,Education,35219
2482,63,Female,Self-Employed,515599.0,Married,2,9203.0,9154,5119.0,700,2186,711,1905,531,1541,13944.0,Education,31050
2483,20,Female,Salaried,841655.0,Single,4,26229.0,7104,2834.0,1431,3010,1084,2283,937,1970,8489.0,Buy House,46882
2484,52,Male,Student,504935.0,Single,4,12615.0,5321,5123.0,2954,1449,1844,1758,1149,1762,19170.0,Education,33975
2485,58,Female,,439456.0,Married,1,8425.0,6378,3434.0,2283,1432,1741,519,912,1316,8507.0,Education,26440
2486,23,Male,Salaried,988515.0,Single,2,6204.0,5302,3743.0,1550,1845,1401,726,541,4154,13198.0,Emergency Fund,25466
2487,42,Other,Salaried,509725.0,Married,3,14642.0,16216,4221.0,2798,937,1621,1582,837,2423,18309.0,Buy House,45277
2488,30,Female,Salaried,630706.0,Married,4,8233.0,3087,4728.0,1944,373,1291,325,608,1888,16780.0,Emergency Fund,22477
2489,51,Male,Self-Employed,690265.0,Married,3,9744.0,4899,4154.0,3001,598,353,713,497,2995,14406.0,Save for Trip,26954
